product_id,idea_text,gender,category,subcategory,fabric,theme,season,occasion,color,source_site,price,rating,review_count,scrape_date,success_score,success_label
P001083,"New unisex boxers idea: korean fashion style, charcoal grey tone, fleece material, built for wedding guest.",unisex,innerwear,boxers,fleece,korean fashion,autumn,wedding guest,charcoal grey,synthetic_v1,518.8,3.6,166,2026-06-29,65.45,medium
P001084,"A festival wear mustard yellow maxi dress for male designed for office wear, made from linen, perfect for all-season.",male,dresses,maxi dress,linen,festival wear,all-season,office wear,mustard yellow,synthetic_v1,1105.33,3.5,145,2026-06-29,59.83,low
P001085,"A wedding season rust orange blazer for female designed for party wear, made from linen, perfect for winter.",female,outerwear,blazer,linen,wedding season,winter,party wear,rust orange,synthetic_v1,1921.49,4.2,35,2026-06-29,63.57,medium
P001086,"A old money ivory skirt for female designed for beach wear, made from bamboo fabric, perfect for spring.",female,bottomwear,skirt,bamboo fabric,old money,spring,beach wear,ivory,synthetic_v1,1120.73,4.1,122,2026-06-29,69.75,high
P001087,"Minimal beige scarf crafted in bamboo fabric with streetwear influence, made for male shoppers, beach wear ready.",male,accessories,scarf,bamboo fabric,streetwear,summer,beach wear,beige,synthetic_v1,718.55,4.6,14,2026-06-29,65.36,medium
P001088,"New female cargo pants idea: preppy style, black tone, linen material, built for casual daily wear.",female,bottomwear,cargo pants,linen,preppy,monsoon,casual daily wear,black,synthetic_v1,1592.65,3.7,58,2026-06-29,67.38,medium
P001089,"boho inspired tank top in sage green fleece, targeted at female customers for loungewear in spring.",female,topwear,tank top,fleece,boho,spring,loungewear,sage green,synthetic_v1,1654.81,3.5,163,2026-06-29,64.55,medium
P001090,"New male crop top idea: korean fashion style, sage green tone, organic cotton material, built for beach wear.",male,topwear,crop top,organic cotton,korean fashion,all-season,beach wear,sage green,synthetic_v1,2007.25,4.7,215,2026-06-29,77.31,high
P001091,"Minimal olive green sports bra crafted in organic cotton with preppy influence, made for unisex shoppers, office wear ready.",unisex,activewear,sports bra,organic cotton,preppy,monsoon,office wear,olive green,synthetic_v1,805.11,4.0,103,2026-06-29,68.64,high
P001092,"New unisex windcheater idea: formal office style, olive green tone, fleece material, built for loungewear.",unisex,outerwear,windcheater,fleece,formal office,all-season,loungewear,olive green,synthetic_v1,543.3,3.9,64,2026-06-29,61.25,low
P001093,"Minimal navy blue sneakers crafted in chiffon with boho influence, made for female shoppers, festive wear ready.",female,footwear,sneakers,chiffon,boho,summer,festive wear,navy blue,synthetic_v1,2472.0,5.0,194,2026-06-29,77.02,high
P001094,"A sustainable fashion maroon hoodie for unisex designed for date night, made from knit, perfect for monsoon.",unisex,topwear,hoodie,knit,sustainable fashion,monsoon,date night,maroon,synthetic_v1,1487.14,4.9,51,2026-06-29,73.63,high
P001095,"A spring collection joggers blending athleisure vibes with bamboo fabric, in powder blue, for male, suited to festive wear.",male,bottomwear,joggers,bamboo fabric,athleisure,spring,festive wear,powder blue,synthetic_v1,200.0,4.4,357,2026-06-29,80.95,high
P001096,"sustainable fashion inspired jacket in olive green recycled polyester, targeted at female customers for party wear in all-season.",female,outerwear,jacket,recycled polyester,sustainable fashion,all-season,party wear,olive green,synthetic_v1,834.29,4.4,115,2026-06-29,71.09,high
P001097,"Designing a powder blue linen windcheater with a monsoon edit aesthetic, ideal for wedding guest during autumn.",male,outerwear,windcheater,linen,monsoon edit,autumn,wedding guest,powder blue,synthetic_v1,1702.02,4.5,6,2026-06-29,52.11,low
P001098,"A formal office maroon boxers for unisex designed for date night, made from organic cotton, perfect for winter.",unisex,innerwear,boxers,organic cotton,formal office,winter,date night,maroon,synthetic_v1,2188.07,3.7,126,2026-06-29,60.29,low
P001099,"streetwear inspired tank top in beige recycled polyester, targeted at female customers for gym and workout in autumn.",female,topwear,tank top,recycled polyester,streetwear,autumn,gym and workout,beige,synthetic_v1,2019.48,3.5,45,2026-06-29,68.55,high
P001100,"Designing a mustard yellow fleece coat with a preppy aesthetic, ideal for party wear during summer.",male,outerwear,coat,fleece,preppy,summer,party wear,mustard yellow,synthetic_v1,2283.94,3.4,57,2026-06-29,60.88,low
P001101,"A y2k black shift dress for unisex designed for casual daily wear, made from fleece, perfect for winter.",unisex,dresses,shift dress,fleece,y2k,winter,casual daily wear,black,synthetic_v1,1813.81,3.9,180,2026-06-29,68.82,high
P001102,"A autumn collection shorts blending coastal grandma vibes with satin, in maroon, for unisex, suited to office wear.",unisex,bottomwear,shorts,satin,coastal grandma,autumn,office wear,maroon,synthetic_v1,1528.3,3.9,357,2026-06-29,68.2,medium
P001103,"Minimal ivory lehenga crafted in leather with korean fashion influence, made for male shoppers, gym and workout ready.",male,ethnic wear,lehenga,leather,korean fashion,monsoon,gym and workout,ivory,synthetic_v1,2361.81,4.0,232,2026-06-29,69.96,high
P001104,"Minimal pastel pink joggers crafted in leather with korean fashion influence, made for male shoppers, party wear ready.",male,bottomwear,joggers,leather,korean fashion,spring,party wear,pastel pink,synthetic_v1,1418.2,4.2,485,2026-06-29,79.79,high
P001105,"Designing a sage green leather cargo pants with a korean fashion aesthetic, ideal for festive wear during monsoon.",female,bottomwear,cargo pants,leather,korean fashion,monsoon,festive wear,sage green,synthetic_v1,1685.8,3.2,7,2026-06-29,63.48,medium
P001106,"New female joggers idea: y2k style, mustard yellow tone, wool material, built for wedding guest.",female,bottomwear,joggers,wool,y2k,all-season,wedding guest,mustard yellow,synthetic_v1,2028.62,4.1,68,2026-06-29,72.21,high
P001107,"New female coat idea: festival wear style, black tone, linen material, built for casual daily wear.",female,outerwear,coat,linen,festival wear,monsoon,casual daily wear,black,synthetic_v1,995.12,4.1,347,2026-06-29,63.12,medium
P001108,"New unisex gym shorts idea: techwear style, mustard yellow tone, satin material, built for travel.",unisex,activewear,gym shorts,satin,techwear,winter,travel,mustard yellow,synthetic_v1,844.46,4.6,17,2026-06-29,66.31,medium
P001109,"A autumn collection wrap dress blending monsoon edit vibes with organic cotton, in coral, for unisex, suited to travel.",unisex,dresses,wrap dress,organic cotton,monsoon edit,autumn,travel,coral,synthetic_v1,1500.42,3.9,18,2026-06-29,54.46,low
P001110,"coastal grandma inspired polo in charcoal grey organic cotton, targeted at male customers for beach wear in all-season.",male,topwear,polo,organic cotton,coastal grandma,all-season,beach wear,charcoal grey,synthetic_v1,2169.4,4.3,189,2026-06-29,65.3,medium
P001111,"New female sherwani idea: indo-western style, olive green tone, knit material, built for wedding guest.",female,ethnic wear,sherwani,knit,indo-western,summer,wedding guest,olive green,synthetic_v1,1163.32,4.3,359,2026-06-29,66.91,medium
P001112,"Designing a ivory cotton sandals with a boho aesthetic, ideal for festive wear during summer.",female,footwear,sandals,cotton,boho,summer,festive wear,ivory,synthetic_v1,1562.67,3.9,83,2026-06-29,62.85,low
P001113,"A winter collection bomber jacket blending wedding season vibes with wool, in maroon, for female, suited to office wear.",female,outerwear,bomber jacket,wool,wedding season,winter,office wear,maroon,synthetic_v1,557.12,3.5,20,2026-06-29,61.09,low
P001114,"y2k inspired running tights in maroon cotton, targeted at unisex customers for travel in monsoon.",unisex,activewear,running tights,cotton,y2k,monsoon,travel,maroon,synthetic_v1,745.27,3.4,43,2026-06-29,64.92,medium
P001115,"A indo-western lavender briefs for male designed for office wear, made from polyester, perfect for spring.",male,innerwear,briefs,polyester,indo-western,spring,office wear,lavender,synthetic_v1,2549.34,3.9,95,2026-06-29,60.42,low
P001116,"Designing a sage green bamboo fabric kurta with a preppy aesthetic, ideal for gym and workout during spring.",unisex,ethnic wear,kurta,bamboo fabric,preppy,spring,gym and workout,sage green,synthetic_v1,1702.16,4.0,167,2026-06-29,69.71,high
P001117,"Designing a olive green knit sweater with a preppy aesthetic, ideal for wedding guest during autumn.",unisex,topwear,sweater,knit,preppy,autumn,wedding guest,olive green,synthetic_v1,1226.28,4.3,7,2026-06-29,60.28,low
P001118,"A preppy rust orange mini dress for male designed for festive wear, made from silk, perfect for autumn.",male,dresses,mini dress,silk,preppy,autumn,festive wear,rust orange,synthetic_v1,705.67,3.8,30,2026-06-29,64.01,medium
P001119,"Minimal maroon flats crafted in nylon with vintage influence, made for male shoppers, loungewear ready.",male,footwear,flats,nylon,vintage,monsoon,loungewear,maroon,synthetic_v1,1356.11,4.4,61,2026-06-29,63.27,medium
P001120,"A vintage rust orange scarf for male designed for date night, made from silk, perfect for all-season.",male,accessories,scarf,silk,vintage,all-season,date night,rust orange,synthetic_v1,2752.63,3.8,23,2026-06-29,56.25,low
P001121,"A vintage ivory leggings for unisex designed for casual daily wear, made from cotton, perfect for monsoon.",unisex,bottomwear,leggings,cotton,vintage,monsoon,casual daily wear,ivory,synthetic_v1,1088.95,3.8,30,2026-06-29,62.46,low
P001122,"old money inspired scarf in pastel pink polyester, targeted at female customers for travel in spring.",female,accessories,scarf,polyester,old money,spring,travel,pastel pink,synthetic_v1,369.19,4.3,203,2026-06-29,68.95,high
P001123,"New unisex gym shorts idea: indo-western style, black tone, rayon material, built for wedding guest.",unisex,activewear,gym shorts,rayon,indo-western,spring,wedding guest,black,synthetic_v1,854.43,3.7,237,2026-06-29,68.62,high
P001124,"Designing a coral chiffon hoodie with a athleisure aesthetic, ideal for loungewear during monsoon.",male,topwear,hoodie,chiffon,athleisure,monsoon,loungewear,coral,synthetic_v1,1385.17,3.1,128,2026-06-29,73.44,high
P001125,"New female wrap dress idea: formal office style, mustard yellow tone, recycled polyester material, built for party wear.",female,dresses,wrap dress,recycled polyester,formal office,autumn,party wear,mustard yellow,synthetic_v1,1690.43,3.6,455,2026-06-29,67.41,medium
P001126,"A summer collection sunglasses blending sustainable fashion vibes with silk, in coral, for male, suited to party wear.",male,accessories,sunglasses,silk,sustainable fashion,summer,party wear,coral,synthetic_v1,1432.36,4.6,5,2026-06-29,62.99,medium
P001127,"New male midi dress idea: indo-western style, lavender tone, recycled polyester material, built for wedding guest.",male,dresses,midi dress,recycled polyester,indo-western,all-season,wedding guest,lavender,synthetic_v1,519.85,3.7,277,2026-06-29,68.55,high
P001128,"New unisex heels idea: cottagecore style, powder blue tone, chiffon material, built for party wear.",unisex,footwear,heels,chiffon,cottagecore,spring,party wear,powder blue,synthetic_v1,1690.68,3.8,121,2026-06-29,61.18,low
P001129,"old money inspired running tights in ivory satin, targeted at unisex customers for date night in all-season.",unisex,activewear,running tights,satin,old money,all-season,date night,ivory,synthetic_v1,200.0,4.9,74,2026-06-29,73.59,high
P001130,"A all-season collection coat blending coastal grandma vibes with wool, in rust orange, for female, suited to beach wear.",female,outerwear,coat,wool,coastal grandma,all-season,beach wear,rust orange,synthetic_v1,1690.11,4.0,194,2026-06-29,62.92,low
P001131,"New unisex thermal wear idea: korean fashion style, pastel pink tone, satin material, built for beach wear.",unisex,innerwear,thermal wear,satin,korean fashion,monsoon,beach wear,pastel pink,synthetic_v1,1122.74,4.1,101,2026-06-29,64.34,medium
P001132,"y2k inspired shorts in mustard yellow velvet, targeted at male customers for wedding guest in monsoon.",male,bottomwear,shorts,velvet,y2k,monsoon,wedding guest,mustard yellow,synthetic_v1,3038.66,3.0,78,2026-06-29,66.44,medium
P001133,"New male mini dress idea: preppy style, black tone, chiffon material, built for travel.",male,dresses,mini dress,chiffon,preppy,all-season,travel,black,synthetic_v1,1647.61,4.8,66,2026-06-29,70.13,high
P001134,"New male polo idea: indo-western style, sage green tone, nylon material, built for date night.",male,topwear,polo,nylon,indo-western,spring,date night,sage green,synthetic_v1,1886.81,3.8,35,2026-06-29,62.32,low
P001135,"Designing a sage green wool joggers with a indo-western aesthetic, ideal for travel during monsoon.",female,bottomwear,joggers,wool,indo-western,monsoon,travel,sage green,synthetic_v1,2427.28,3.8,81,2026-06-29,69.09,high
P001136,"New male jeans idea: festival wear style, white tone, fleece material, built for date night.",male,bottomwear,jeans,fleece,festival wear,spring,date night,white,synthetic_v1,1429.85,4.4,35,2026-06-29,65.07,medium
P001137,"New male tracksuit idea: festival wear style, beige tone, organic cotton material, built for beach wear.",male,activewear,tracksuit,organic cotton,festival wear,summer,beach wear,beige,synthetic_v1,2249.14,3.9,154,2026-06-29,64.64,medium
P001138,"A all-season collection crop top blending techwear vibes with rayon, in rust orange, for unisex, suited to party wear.",unisex,topwear,crop top,rayon,techwear,all-season,party wear,rust orange,synthetic_v1,1456.63,4.3,2,2026-06-29,60.93,low
P001139,"y2k inspired bra in sage green leather, targeted at unisex customers for festive wear in summer.",unisex,innerwear,bra,leather,y2k,summer,festive wear,sage green,synthetic_v1,1671.56,3.6,9,2026-06-29,56.64,low
P001140,"athleisure inspired shift dress in olive green recycled polyester, targeted at male customers for office wear in summer.",male,dresses,shift dress,recycled polyester,athleisure,summer,office wear,olive green,synthetic_v1,1428.98,3.5,40,2026-06-29,65.63,medium
P001141,"Minimal sage green coat crafted in cotton with coastal grandma influence, made for male shoppers, wedding guest ready.",male,outerwear,coat,cotton,coastal grandma,winter,wedding guest,sage green,synthetic_v1,2616.62,4.4,42,2026-06-29,60.36,low
P001142,"Minimal mustard yellow jeans crafted in silk with coastal grandma influence, made for male shoppers, casual daily wear ready.",male,bottomwear,jeans,silk,coastal grandma,monsoon,casual daily wear,mustard yellow,synthetic_v1,1277.39,4.2,28,2026-06-29,65.07,medium
P001143,"New female sherwani idea: gothic style, olive green tone, leather material, built for travel.",female,ethnic wear,sherwani,leather,gothic,monsoon,travel,olive green,synthetic_v1,1298.25,4.4,51,2026-06-29,52.98,low
P001144,"A cottagecore maroon boxers for female designed for festive wear, made from silk, perfect for summer.",female,innerwear,boxers,silk,cottagecore,summer,festive wear,maroon,synthetic_v1,1090.27,4.1,216,2026-06-29,60.97,low
P001145,"Minimal olive green trouser crafted in wool with techwear influence, made for unisex shoppers, loungewear ready.",unisex,bottomwear,trouser,wool,techwear,spring,loungewear,olive green,synthetic_v1,470.09,4.0,76,2026-06-29,67.66,medium
P001146,"New unisex maxi dress idea: streetwear style, lavender tone, cotton material, built for loungewear.",unisex,dresses,maxi dress,cotton,streetwear,autumn,loungewear,lavender,synthetic_v1,1405.88,3.8,616,2026-06-29,76.4,high
P001147,"A y2k mustard yellow heels for male designed for wedding guest, made from silk, perfect for monsoon.",male,footwear,heels,silk,y2k,monsoon,wedding guest,mustard yellow,synthetic_v1,2049.4,3.8,50,2026-06-29,63.78,medium
P001148,"New female skirt idea: cottagecore style, rust orange tone, rayon material, built for office wear.",female,bottomwear,skirt,rayon,cottagecore,monsoon,office wear,rust orange,synthetic_v1,1667.78,3.6,80,2026-06-29,60.0,low
P001149,"A monsoon collection flats blending y2k vibes with leather, in white, for male, suited to loungewear.",male,footwear,flats,leather,y2k,monsoon,loungewear,white,synthetic_v1,1470.14,3.8,25,2026-06-29,62.07,low
P001150,"indo-western inspired t-shirt in charcoal grey velvet, targeted at female customers for festive wear in summer.",female,topwear,t-shirt,velvet,indo-western,summer,festive wear,charcoal grey,synthetic_v1,200.0,4.0,33,2026-06-29,68.81,high
P001151,"A indo-western white windcheater for female designed for wedding guest, made from organic cotton, perfect for autumn.",female,outerwear,windcheater,organic cotton,indo-western,autumn,wedding guest,white,synthetic_v1,1146.74,4.8,329,2026-06-29,69.92,high
P001152,"A autumn collection bomber jacket blending indo-western vibes with satin, in olive green, for female, suited to casual daily wear.",female,outerwear,bomber jacket,satin,indo-western,autumn,casual daily wear,olive green,synthetic_v1,2085.12,4.1,39,2026-06-29,65.06,medium
P001153,"A autumn collection jacket blending coastal grandma vibes with fleece, in maroon, for female, suited to office wear.",female,outerwear,jacket,fleece,coastal grandma,autumn,office wear,maroon,synthetic_v1,2468.55,4.2,40,2026-06-29,62.93,low
P001154,"Designing a maroon nylon tracksuit with a sustainable fashion aesthetic, ideal for gym and workout during spring.",unisex,activewear,tracksuit,nylon,sustainable fashion,spring,gym and workout,maroon,synthetic_v1,1113.13,5.0,35,2026-06-29,71.02,high
P001155,"Designing a beige silk sports bra with a old money aesthetic, ideal for office wear during monsoon.",female,activewear,sports bra,silk,old money,monsoon,office wear,beige,synthetic_v1,2254.04,4.7,63,2026-06-29,72.71,high
P001156,"A sustainable fashion rust orange maxi dress for unisex designed for loungewear, made from knit, perfect for monsoon.",unisex,dresses,maxi dress,knit,sustainable fashion,monsoon,loungewear,rust orange,synthetic_v1,2382.76,3.8,11,2026-06-29,60.44,low
P001157,"A spring collection briefs blending indo-western vibes with polyester, in lavender, for unisex, suited to travel.",unisex,innerwear,briefs,polyester,indo-western,spring,travel,lavender,synthetic_v1,726.5,3.6,325,2026-06-29,62.59,low
P001158,"Designing a mustard yellow organic cotton sports bra with a minimalist aesthetic, ideal for party wear during winter.",male,activewear,sports bra,organic cotton,minimalist,winter,party wear,mustard yellow,synthetic_v1,200.0,4.0,358,2026-06-29,75.95,high
P001159,"techwear inspired jeans in rust orange silk, targeted at male customers for travel in summer.",male,bottomwear,jeans,silk,techwear,summer,travel,rust orange,synthetic_v1,545.49,3.9,141,2026-06-29,73.45,high
P001160,"Designing a mustard yellow fleece shift dress with a vintage aesthetic, ideal for wedding guest during spring.",male,dresses,shift dress,fleece,vintage,spring,wedding guest,mustard yellow,synthetic_v1,840.89,4.0,229,2026-06-29,65.78,medium
P001161,"old money inspired jeans in coral recycled polyester, targeted at female customers for office wear in autumn.",female,bottomwear,jeans,recycled polyester,old money,autumn,office wear,coral,synthetic_v1,1619.46,3.9,4,2026-06-29,66.63,medium
P001162,"Designing a charcoal grey bamboo fabric sports bra with a wedding season aesthetic, ideal for beach wear during all-season.",male,activewear,sports bra,bamboo fabric,wedding season,all-season,beach wear,charcoal grey,synthetic_v1,2943.76,3.3,86,2026-06-29,64.45,medium
P001163,"A spring collection blazer blending monsoon edit vibes with satin, in pastel pink, for unisex, suited to loungewear.",unisex,outerwear,blazer,satin,monsoon edit,spring,loungewear,pastel pink,synthetic_v1,1203.4,4.0,47,2026-06-29,58.16,low
P001164,"A indo-western ivory flats for unisex designed for gym and workout, made from fleece, perfect for all-season.",unisex,footwear,flats,fleece,indo-western,all-season,gym and workout,ivory,synthetic_v1,2547.25,3.9,153,2026-06-29,64.97,medium
P001165,"New unisex t-shirt idea: vintage style, mustard yellow tone, knit material, built for casual daily wear.",unisex,topwear,t-shirt,knit,vintage,spring,casual daily wear,mustard yellow,synthetic_v1,1351.53,4.7,274,2026-06-29,76.57,high
P001166,"Designing a beige denim watch with a vintage aesthetic, ideal for casual daily wear during autumn.",male,accessories,watch,denim,vintage,autumn,casual daily wear,beige,synthetic_v1,1673.35,4.3,119,2026-06-29,66.69,medium
P001167,"A winter collection sweater blending sustainable fashion vibes with knit, in powder blue, for male, suited to gym and workout.",male,topwear,sweater,knit,sustainable fashion,winter,gym and workout,powder blue,synthetic_v1,200.0,4.2,33,2026-06-29,64.16,medium
P001168,"korean fashion inspired cargo pants in beige chiffon, targeted at male customers for travel in spring.",male,bottomwear,cargo pants,chiffon,korean fashion,spring,travel,beige,synthetic_v1,2675.8,4.0,156,2026-06-29,74.88,high
P001169,"New unisex sandals idea: korean fashion style, rust orange tone, nylon material, built for date night.",unisex,footwear,sandals,nylon,korean fashion,all-season,date night,rust orange,synthetic_v1,2008.43,4.3,49,2026-06-29,68.43,high
P001170,"A preppy mustard yellow coat for unisex designed for loungewear, made from wool, perfect for spring.",unisex,outerwear,coat,wool,preppy,spring,loungewear,mustard yellow,synthetic_v1,1424.44,3.9,7,2026-06-29,57.93,low
P001171,"monsoon edit inspired sports bra in sage green recycled polyester, targeted at unisex customers for travel in summer.",unisex,activewear,sports bra,recycled polyester,monsoon edit,summer,travel,sage green,synthetic_v1,461.76,4.8,172,2026-06-29,66.64,medium
P001172,"A monsoon collection sneakers blending y2k vibes with cotton, in beige, for unisex, suited to loungewear.",unisex,footwear,sneakers,cotton,y2k,monsoon,loungewear,beige,synthetic_v1,417.38,4.1,9,2026-06-29,69.14,high
P001173,"festival wear inspired wrap dress in pastel pink linen, targeted at male customers for loungewear in autumn.",male,dresses,wrap dress,linen,festival wear,autumn,loungewear,pastel pink,synthetic_v1,1685.96,3.3,130,2026-06-29,57.98,low
P001174,"Designing a beige rayon gown with a monsoon edit aesthetic, ideal for casual daily wear during winter.",female,dresses,gown,rayon,monsoon edit,winter,casual daily wear,beige,synthetic_v1,1141.5,4.4,147,2026-06-29,60.86,low
P001175,"Designing a ivory bamboo fabric belt with a korean fashion aesthetic, ideal for date night during summer.",unisex,accessories,belt,bamboo fabric,korean fashion,summer,date night,ivory,synthetic_v1,389.29,3.4,30,2026-06-29,62.01,low
P001176,"A monsoon collection flats blending formal office vibes with wool, in pastel pink, for male, suited to beach wear.",male,footwear,flats,wool,formal office,monsoon,beach wear,pastel pink,synthetic_v1,1117.9,3.7,83,2026-06-29,61.9,low
P001177,"Designing a white knit lehenga with a formal office aesthetic, ideal for casual daily wear during winter.",female,ethnic wear,lehenga,knit,formal office,winter,casual daily wear,white,synthetic_v1,2488.92,3.7,40,2026-06-29,59.18,low
P001178,"Minimal sage green thermal wear crafted in wool with festival wear influence, made for unisex shoppers, date night ready.",unisex,innerwear,thermal wear,wool,festival wear,monsoon,date night,sage green,synthetic_v1,1240.89,4.5,43,2026-06-29,54.02,low
P001179,"Designing a mustard yellow bamboo fabric salwar suit with a athleisure aesthetic, ideal for casual daily wear during all-season.",male,ethnic wear,salwar suit,bamboo fabric,athleisure,all-season,casual daily wear,mustard yellow,synthetic_v1,2033.07,4.0,28,2026-06-29,64.67,medium
P001180,"Minimal black watch crafted in nylon with preppy influence, made for male shoppers, beach wear ready.",male,accessories,watch,nylon,preppy,autumn,beach wear,black,synthetic_v1,1054.67,4.3,46,2026-06-29,65.9,medium
P001181,"Designing a maroon satin sweater with a cottagecore aesthetic, ideal for beach wear during winter.",unisex,topwear,sweater,satin,cottagecore,winter,beach wear,maroon,synthetic_v1,200.0,4.7,43,2026-06-29,62.97,low
P001182,"korean fashion inspired tank top in navy blue chiffon, targeted at female customers for beach wear in winter.",female,topwear,tank top,chiffon,korean fashion,winter,beach wear,navy blue,synthetic_v1,941.08,4.4,107,2026-06-29,72.7,high
P001183,"New unisex bra idea: cottagecore style, powder blue tone, leather material, built for beach wear.",unisex,innerwear,bra,leather,cottagecore,autumn,beach wear,powder blue,synthetic_v1,2634.46,4.0,240,2026-06-29,61.61,low
P001184,"formal office inspired shirt in black rayon, targeted at unisex customers for casual daily wear in summer.",unisex,topwear,shirt,rayon,formal office,summer,casual daily wear,black,synthetic_v1,1095.62,4.0,120,2026-06-29,69.11,high
P001185,"New unisex gym shorts idea: coastal grandma style, lavender tone, rayon material, built for date night.",unisex,activewear,gym shorts,rayon,coastal grandma,all-season,date night,lavender,synthetic_v1,200.0,4.3,340,2026-06-29,68.41,medium
P001186,"A all-season collection t-shirt blending boho vibes with wool, in beige, for male, suited to beach wear.",male,topwear,t-shirt,wool,boho,all-season,beach wear,beige,synthetic_v1,200.0,3.8,392,2026-06-29,73.65,high
P001187,"New male cargo pants idea: gothic style, powder blue tone, polyester material, built for beach wear.",male,bottomwear,cargo pants,polyester,gothic,summer,beach wear,powder blue,synthetic_v1,247.11,4.8,210,2026-06-29,65.69,medium
P001188,"Minimal white tank top crafted in cotton with sustainable fashion influence, made for female shoppers, date night ready.",female,topwear,tank top,cotton,sustainable fashion,autumn,date night,white,synthetic_v1,1865.34,3.8,20,2026-06-29,62.49,low
P001189,"Minimal pastel pink running tights crafted in linen with monsoon edit influence, made for female shoppers, party wear ready.",female,activewear,running tights,linen,monsoon edit,summer,party wear,pastel pink,synthetic_v1,2831.29,3.6,297,2026-06-29,63.09,medium
P001190,"New female watch idea: preppy style, coral tone, nylon material, built for party wear.",female,accessories,watch,nylon,preppy,winter,party wear,coral,synthetic_v1,1925.11,4.9,126,2026-06-29,71.04,high
P001191,"A sustainable fashion sage green cargo pants for unisex designed for casual daily wear, made from cotton, perfect for all-season.",unisex,bottomwear,cargo pants,cotton,sustainable fashion,all-season,casual daily wear,sage green,synthetic_v1,2098.28,4.2,140,2026-06-29,72.08,high
P001192,"streetwear inspired sports bra in ivory leather, targeted at male customers for gym and workout in winter.",male,activewear,sports bra,leather,streetwear,winter,gym and workout,ivory,synthetic_v1,200.0,4.3,14,2026-06-29,69.91,high
P001193,"cottagecore inspired trouser in black fleece, targeted at female customers for travel in autumn.",female,bottomwear,trouser,fleece,cottagecore,autumn,travel,black,synthetic_v1,200.0,4.1,47,2026-06-29,62.56,low
P001194,"A gothic mustard yellow bra for female designed for wedding guest, made from wool, perfect for summer.",female,innerwear,bra,wool,gothic,summer,wedding guest,mustard yellow,synthetic_v1,2141.78,4.6,77,2026-06-29,54.4,low
P001195,"Minimal rust orange sherwani crafted in silk with indo-western influence, made for unisex shoppers, casual daily wear ready.",unisex,ethnic wear,sherwani,silk,indo-western,winter,casual daily wear,rust orange,synthetic_v1,2487.03,4.2,104,2026-06-29,63.12,medium
P001196,"korean fashion inspired sports bra in navy blue silk, targeted at male customers for party wear in spring.",male,activewear,sports bra,silk,korean fashion,spring,party wear,navy blue,synthetic_v1,1155.07,3.4,107,2026-06-29,69.95,high
P001197,"A summer collection polo blending coastal grandma vibes with knit, in beige, for female, suited to travel.",female,topwear,polo,knit,coastal grandma,summer,travel,beige,synthetic_v1,1480.44,4.7,329,2026-06-29,68.42,high
P001198,"Minimal navy blue blouse crafted in rayon with sustainable fashion influence, made for unisex shoppers, gym and workout ready.",unisex,topwear,blouse,rayon,sustainable fashion,monsoon,gym and workout,navy blue,synthetic_v1,1939.82,3.9,10,2026-06-29,59.1,low
P001199,"Designing a powder blue chiffon saree with a sustainable fashion aesthetic, ideal for gym and workout during summer.",male,ethnic wear,saree,chiffon,sustainable fashion,summer,gym and workout,powder blue,synthetic_v1,1100.17,4.0,76,2026-06-29,64.86,medium
P001200,"sustainable fashion inspired wrap dress in navy blue chiffon, targeted at male customers for office wear in monsoon.",male,dresses,wrap dress,chiffon,sustainable fashion,monsoon,office wear,navy blue,synthetic_v1,2906.73,3.7,310,2026-06-29,68.26,medium
P001201,"A spring collection shorts blending festival wear vibes with polyester, in coral, for female, suited to loungewear.",female,bottomwear,shorts,polyester,festival wear,spring,loungewear,coral,synthetic_v1,2515.46,4.4,424,2026-06-29,68.87,high
P001202,"A monsoon collection bomber jacket blending minimalist vibes with recycled polyester, in lavender, for unisex, suited to loungewear.",unisex,outerwear,bomber jacket,recycled polyester,minimalist,monsoon,loungewear,lavender,synthetic_v1,1952.1,4.8,22,2026-06-29,70.84,high
P001203,"New female shorts idea: techwear style, sage green tone, recycled polyester material, built for date night.",female,bottomwear,shorts,recycled polyester,techwear,autumn,date night,sage green,synthetic_v1,2124.33,3.2,238,2026-06-29,69.08,high
P001204,"Designing a sage green recycled polyester gym shorts with a festival wear aesthetic, ideal for wedding guest during winter.",male,activewear,gym shorts,recycled polyester,festival wear,winter,wedding guest,sage green,synthetic_v1,1327.66,3.5,106,2026-06-29,60.22,low
P001205,"A summer collection hoodie blending techwear vibes with denim, in rust orange, for male, suited to casual daily wear.",male,topwear,hoodie,denim,techwear,summer,casual daily wear,rust orange,synthetic_v1,2052.27,4.0,181,2026-06-29,73.78,high
P001206,"A minimalist pastel pink skirt for unisex designed for loungewear, made from leather, perfect for all-season.",unisex,bottomwear,skirt,leather,minimalist,all-season,loungewear,pastel pink,synthetic_v1,1236.98,4.8,37,2026-06-29,70.22,high
P001207,"Designing a white cotton mini dress with a cottagecore aesthetic, ideal for office wear during winter.",unisex,dresses,mini dress,cotton,cottagecore,winter,office wear,white,synthetic_v1,200.0,4.0,270,2026-06-29,67.18,medium
P001208,"formal office inspired kurta in white bamboo fabric, targeted at unisex customers for office wear in monsoon.",unisex,ethnic wear,kurta,bamboo fabric,formal office,monsoon,office wear,white,synthetic_v1,1166.23,4.6,389,2026-06-29,73.23,high
